ID,Name,Phone,Payment,Points,Free_Drinks
1736,Kari Lloyd,5468242851,Gift Card,0,0
1737,Grace Miller,9546971816,Cash,0,0
1738,Timothy Moore,2612007296,Gift Card,0,0
1739,Wyatt Townsend II,2709299564,Cash,0,0
1740,Mark Clark,2866698611,Cash,0,0
1741,Haley May,9674651278,Cash,0,0
1742,Audrey Jackson,7532537972,Gift Card,0,0
1743,Eric Reese,2929474817,Gift Card,0,0
1744,Kim James,2606641451,Gift Card,0,0
1745,Karen Thomas,9606776655,Card,0,0
1746,Alexandra Ho,3349002185,Card,0,0
1747,Michael Nixon,4484216372,Cash,0,0
1748,Amanda Hardin,8648843222,Card,0,0
1749,Tina Reynolds,6106469159,Gift Card,0,0
1750,Shannon Rogers,9714996954,Cash,0,0
1751,Brett Pena,9005923124,Gift Card,0,0
1752,Raymond Curry,5718004141,Card,0,0
1753,Leah Lee,7682092841,Gift Card,0,0
1754,Michael White,2325038285,Cash,0,0
1755,Megan Decker,9209814214,Gift Card,0,0
1756,Brent Garcia,6069413831,Gift Card,0,0
1757,Daniel Campbell,7857924338,Card,0,0
1758,Alexander Davis,6159107007,Gift Card,0,0
1759,Mary Houston,2547174300,Cash,0,0
1760,Margaret Erickson,3765697890,Cash,0,0
1761,Scott Anderson,4904219578,Card,0,0
1762,Stephanie Knight,3697838026,Gift Card,0,0
1763,Stephanie Dominguez,9413366452,Card,0,0
1764,John Mayer,5273623118,Cash,0,0
1765,Tammy Hill,8952791607,Card,0,0
1766,Steven Carrillo,5259656076,Cash,0,0
1767,Christopher Jones,5326444124,Card,0,0
1768,Janet Cook,4004572885,Gift Card,0,0
1769,Tyler Baker,2338772756,Card,0,0
1770,John Mcfarland,4174111108,Card,0,0
1771,Cassandra Vasquez,3015457478,Card,0,0
1772,Randy Robinson,2683433731,Card,0,0
1773,Susan Baldwin,3626904654,Card,0,0
1774,Benjamin Duncan,7434165788,Cash,0,0
1775,Jeremy Mosley,4795624031,Cash,0,0
1776,Martin Fitzpatrick,4414814694,Gift Card,0,0
1777,Deborah Graves,4983798561,Card,0,0
1778,Laura Robertson,4349571935,Card,0,0
1779,Katherine Graham,2589664529,Card,0,0
1780,Priscilla Floyd,5889184163,Card,0,0
1781,April Finley,9676415251,Gift Card,0,0
1782,Karen Bradley,6153242973,Card,0,0
1783,Heather Maldonado,2656237558,Card,0,0
1784,Mark Benjamin,4628337030,Card,0,0
1785,Joseph Woodward,2954442804,Gift Card,0,0
1786,Joe Miranda,9472896504,Gift Card,0,0
1787,Cassandra Williams,9422055759,Card,0,0
1788,Connor Dominguez,8735391532,Gift Card,0,0
1789,Lydia Howard,2092969087,Gift Card,0,0
1790,Mark Moss,7363042441,Card,0,0
1791,Corey Cortez,7188615179,Card,0,0
1792,Katherine Brown,8964558788,Gift Card,0,0
1793,Elizabeth Ferguson,2642333363,Gift Card,0,0
1794,Joann Forbes,7659988885,Cash,0,0
1795,Anthony French,9095459971,Card,0,0
1796,Bruce Roman,5913958489,Card,0,0
1797,Judy Gregory,4992986554,Gift Card,0,0
1798,Brittany Riley,4794584358,Card,0,0
1799,Amanda Thomas,3315709752,Cash,0,0
1800,Kaitlin Hardin,2208818334,Gift Card,0,0
1801,Michael Anderson,7196835295,Cash,0,0
1802,Anthony Parker,8438609753,Card,0,0
1803,Joy Jackson,5926983752,Card,0,0
1804,Sabrina Rodriguez,4975342349,Cash,0,0
1805,Robert Walker PhD,6923898034,Gift Card,0,0
1806,Robert Hendrix,4108165248,Cash,0,0
1807,Erika Daugherty,2552326024,Cash,0,0
1808,Brenda Copeland,7243618526,Gift Card,0,0
1809,Pamela Watkins,6623555370,Cash,0,0
1810,Bryan Thomas,4628165499,Gift Card,0,0
1811,Michael Tran,2055639426,Card,0,0
1812,Timothy Williams,5244861312,Cash,0,0
1813,Ryan Salazar,5092574984,Gift Card,0,0
1814,Alexis Tucker,2688154250,Card,0,0
1815,Christopher Davis,4132546683,Card,0,0
1816,Stacie Butler,6355339795,Cash,0,0
1817,Patricia Schwartz,8244744816,Card,0,0
1818,Mark Mills,9937531689,Gift Card,0,0
1819,Todd Bishop,7027899991,Card,0,0
1820,Christopher Porter,8295735744,Gift Card,0,0
1821,Lori Patton,2582175906,Gift Card,0,0
1822,Aaron Young,3084224633,Gift Card,0,0
1823,Joseph Davis,8142936094,Card,0,0
1824,Philip Fernandez,8337699452,Gift Card,0,0
1825,Randy Hopkins,4628884877,Cash,0,0
1826,Cory Hogan,8409484817,Card,0,0
1827,Tracy Wells,7955091013,Card,0,0
1828,Michael Williams,3542174121,Card,0,0
1829,Dominique Hamilton,2589167336,Cash,0,0
1830,Robert Chang,7345882525,Card,0,0
1831,Patrick Buckley,6493574469,Cash,0,0
1832,Richard Washington,9856421187,Card,0,0
1833,Steven Griffith,4097822150,Gift Card,0,0
1834,Erika Gonzalez,3414883549,Card,0,0
1835,Erika Maxwell,2872706961,Card,0,0
1836,Brent Rojas,3784471801,Gift Card,0,0
1837,Jaime Walker,4776136158,Gift Card,0,0
1838,John Zamora,7417351372,Gift Card,0,0
1839,Timothy Gibson,7625812813,Cash,0,0
1840,Chad Cortez,6204611905,Cash,0,0
1841,Vanessa Harris,9083203271,Cash,0,0
1842,Michael Brown,3885643455,Card,0,0
1843,Samuel Ellis,5178371782,Cash,0,0
1844,Greg Tanner,4674768188,Gift Card,0,0
1845,Rachel Little,2637073700,Gift Card,0,0
1846,Carolyn Cordova,7805416587,Card,0,0
1847,Angelica Vincent,2466906308,Card,0,0
1848,Zachary Vargas PhD,9372571615,Card,0,0
1849,Nicholas Fitzgerald,7708703504,Card,0,0
1850,Garrett Riley,2204512353,Gift Card,0,0
1851,Leslie Hernandez,2032839320,Cash,0,0
1852,Abigail Baird,2028008161,Gift Card,0,0
1853,John Mack,3178396179,Cash,0,0
1854,Joseph Mendoza,9246471007,Card,0,0
1855,Samantha Chavez,9048334546,Gift Card,0,0
1856,Justin Smith,8188318622,Gift Card,0,0
1857,Tiffany Anderson,5447518895,Card,0,0
1858,Matthew Davis,2913086350,Gift Card,0,0
1859,Eric Warner,4392401802,Gift Card,0,0
1860,Nicole Johnson,2274374509,Cash,0,0
1861,Raymond Sawyer,5598514310,Cash,0,0
1862,Richard Wood,3335999034,Gift Card,0,0
1863,Mark Dalton,7555153665,Cash,0,0
1864,Steven Cook,2729175952,Card,0,0
1865,Jeffery Nelson,7758047469,Gift Card,0,0
1866,Kimberly Norton,9242112116,Card,0,0
1867,Angela Gilmore,9275053848,Cash,0,0
1868,Amy Dougherty,9367583511,Card,0,0
1869,Stacy Rodriguez,6788445582,Gift Card,0,0
1870,Manuel Diaz,3207831529,Card,0,0
1871,Justin Jones,4572782082,Gift Card,0,0
1872,Christine Zavala,6218923718,Cash,0,0
1873,Brian Mendoza,5913712076,Cash,0,0
1874,Lauren Haley,6168311196,Card,0,0
1875,Patrick Perez,3646421811,Gift Card,0,0
1876,Derek Frazier,5174609526,Card,0,0
1877,Arthur Reed,6902588893,Card,0,0
1878,Mr. Bryan Mckinney,5257911156,Card,0,0
1879,Kim Carter,3249692874,Card,0,0
1880,Rebecca Dougherty,3377027813,Card,0,0
1881,Teresa Jones,4272132243,Card,0,0
1882,Judith Miller,8966591116,Cash,0,0
1883,Donna Frye,9692409580,Gift Card,0,0
1884,Donald Terry,5324033578,Card,0,0
1885,Shaun Meyer DDS,4403521818,Card,0,0
1886,Wayne Weaver,5609073069,Gift Card,0,0
1887,Gregory Wallace,2599763133,Cash,0,0
1888,Dorothy Brown,8477974714,Cash,0,0
1889,Crystal Meza,9542769286,Card,0,0
1890,Jennifer Cooper,4564753792,Gift Card,0,0
1891,Erin Watkins,8116158427,Gift Card,0,0
1892,Sarah Wallace,2542745631,Gift Card,0,0
1893,Carlos Clarke,7126276963,Gift Card,0,0
1894,David Washington,6907599200,Cash,0,0
1895,Patricia Williams,9944473631,Cash,0,0
1896,Jesus Jackson,4755567265,Cash,0,0
1897,Michelle Mitchell,9815034905,Gift Card,0,0
1898,Sara Schwartz,6522244696,Gift Card,0,0
1899,Brittany Young,2303085432,Card,0,0
1900,Eugene Martinez,6136241276,Card,0,0
1901,Cody Hart,7344904180,Card,0,0
1902,Evan Cooper,5238943477,Card,0,0
1903,Joshua Martin,5654356994,Card,0,0
1904,Thomas Sullivan,6334246006,Gift Card,0,0
1905,Mr. Jimmy Flores Jr.,8997415397,Card,0,0
1906,Vanessa Rivera,5196198444,Cash,0,0
1907,Kara Roberts,7339842204,Gift Card,0,0
1908,Veronica Berry,3918622869,Gift Card,0,0
1909,Keith Meadows,5003723124,Card,0,0
1910,Michael Dennis,5779322230,Gift Card,0,0
1911,Brenda Pierce,2775463481,Card,0,0
1912,James Randall,4344634883,Card,0,0
1913,Brandon Brown,7763144839,Gift Card,0,0
1914,Lauren Walker,2896747358,Cash,0,0
1915,Diana Johnson,8346237020,Cash,0,0
1916,Jill Powers,7223851312,Gift Card,0,0
1917,Jorge Lee,3255867077,Gift Card,0,0
1918,Larry Harding,4062464058,Cash,0,0
1919,Heather Hernandez,4026844291,Card,0,0
1920,Jaclyn Watson,3214639813,Cash,0,0
1921,Gregory Madden,4029843090,Gift Card,0,0
1922,Anita Luna,8219364367,Card,0,0
1923,Willie Lara,3943088176,Card,0,0
1924,Robert Waller,6919547570,Card,0,0
1925,Steven Taylor,2577115034,Cash,0,0
1926,Angelica Clark,2729968689,Card,0,0
1927,Sean Hatfield,3622202789,Card,0,0
1928,Tyler Avila,4666303878,Gift Card,0,0
1929,Jason Rocha,3604164133,Gift Card,0,0
1930,Justin Page,9847737650,Card,0,0
1931,Breanna Lopez,9019199373,Card,0,0
1932,Julian Williams,3477287792,Card,0,0
1933,Sandra Torres,5058692152,Cash,0,0
1934,Julie Johnson,3632539344,Gift Card,0,0
1935,Dennis Blanchard,8093769180,Card,0,0
1936,Kaitlyn Valdez,5924826761,Gift Card,0,0
1937,Jennifer Vasquez,7234899985,Card,0,0
1938,Danielle Wilson,2668857263,Card,0,0
1939,Zachary Jones,2844633172,Card,0,0
1940,Lauren Cunningham,6848221873,Cash,0,0
1941,Lori Alvarez,4814086104,Cash,0,0
1942,Barbara Hunt,3135865942,Card,0,0
1943,Sarah Martin,3842297899,Card,0,0
1944,Francisco Johns,7356164297,Cash,0,0
1945,Christopher Nelson,5217225342,Gift Card,0,0
1946,Thomas Kelly,3136157241,Cash,0,0
1947,Joseph Mayer,8232291584,Gift Card,0,0
1948,Pamela White,2079578242,Gift Card,0,0
1949,Paul Stephens,6333932739,Card,0,0
1950,Samantha Cohen,8572317557,Card,0,0
1951,Michael Barker,5573697265,Cash,0,0
1952,Kevin Morrow,7475856891,Card,0,0
1953,Joseph Watson,8446952734,Cash,0,0
1954,Mr. Thomas Garcia,4032538162,Card,0,0
1955,Daniel Lopez,6843424334,Card,0,0
1956,Lisa Guerra,7006175743,Cash,0,0
1957,Kim Arnold,9509306664,Cash,0,0
1958,Ashley Stevens,2862254845,Cash,0,0
1959,Robert Mclean,5959691787,Cash,0,0
1960,Eric Cox,3773693794,Card,0,0
1961,Stacy Harper,3649681464,Gift Card,0,0
1962,Gloria Mckinney,7922193866,Cash,0,0
1963,Robert Walker,8022083164,Cash,0,0
1964,Brenda Perez,6876813947,Cash,0,0
1965,Carlos Miller,9562447675,Gift Card,0,0
1966,Rachel Jones,4796059599,Card,0,0
1967,Nicole Williams,2153275659,Card,0,0
1968,Ricky Palmer,6715137327,Cash,0,0
1969,Bryan King,4897711666,Card,0,0
1970,Michael Webster,7565572759,Gift Card,0,0
1971,Tamara Harris,3038994248,Card,0,0
1972,Cathy Bell,5432425271,Gift Card,0,0
1973,Ryan Mcmahon,8683884419,Cash,0,0
1974,Hannah Martin,8405191749,Cash,0,0
1975,Monica Allen,7145967368,Gift Card,0,0
1976,Annette Lane,4146605367,Gift Card,0,0
1977,Daniel Lee,5412965450,Cash,0,0
1978,Steven Medina,2573389198,Gift Card,0,0
1979,Annette Lewis,7789868497,Gift Card,0,0
1980,Michelle Richardson,9788544262,Cash,0,0
1981,Jessica Rosario,2908446385,Cash,0,0
1982,Henry Gray,7063215699,Cash,0,0
1983,Darren Rodriguez,3433273521,Gift Card,0,0
1984,Mrs. Ashley Taylor,7718105649,Gift Card,0,0
1985,Michele Hawkins,9913418016,Gift Card,0,0
1986,Garrett Wilson,2427357642,Cash,0,0
1987,Kyle Collins,6043168015,Cash,0,0
1988,Jill Spencer,2408003451,Gift Card,0,0
1989,Scott Lopez,9857816005,Card,0,0
1990,Ryan Alvarez,3072881351,Gift Card,0,0
1991,Cassie Lutz,5736792807,Card,0,0
1992,Brian Kim DDS,5823069537,Card,0,0
1993,Charles Morales,7855971332,Gift Card,0,0
1994,Ashley Schaefer,8648104241,Cash,0,0
1995,Amy Hester,8263991265,Gift Card,0,0
1996,Kurt Ewing,9619438347,Cash,0,0
1997,Ryan Hardy,2659974791,Card,0,0
1998,Micheal Perkins,8116505036,Cash,0,0
1999,Richard Schneider,6442314577,Cash,0,0
2000,John Morrison,7453929240,Cash,0,0
2001,John Ramirez,8065433026,Card,0,0
2002,Ashley King,4924659104,Cash,0,0
2003,Mark Taylor Jr.,3126999074,Gift Card,0,0
2004,Barry Gregory,3638937381,Gift Card,0,0
2005,Janet Shelton,3693496845,Gift Card,0,0
2006,Marco Davis,7744921705,Card,0,0
2007,Paul Saunders,8995489245,Card,0,0
2008,Christina Bates,9664314529,Card,0,0
2009,Dennis Cooper PhD,8625191315,Gift Card,0,0
2010,Tiffany Johnson,9607899464,Gift Card,0,0
2011,Thomas Reyes,5855301263,Gift Card,0,0
2012,James Stevens,9458383112,Card,0,0
2013,Justin Dalton,6559322785,Card,0,0
2014,Michael Henry,2144928912,Card,0,0
2015,Mike Freeman,6483009634,Gift Card,0,0
2016,Michael Keller,5659223905,Gift Card,0,0
2017,Laura Alvarez,9478076968,Card,0,0
2018,Katie Myers,8296229170,Card,0,0
2019,Wesley Jensen MD,5874878262,Cash,0,0
2020,Erica Johnson,2538813158,Card,0,0
2021,Russell Bailey,5457569891,Gift Card,0,0
2022,Alyssa Vance,6242416744,Cash,0,0
2023,Brent Reed,6693975778,Gift Card,0,0
2024,Gregory Stanley,6848978515,Cash,0,0
2025,Matthew Watkins,3034205687,Cash,0,0
2026,Ana Torres,3389184681,Card,0,0
2027,Alejandro Nguyen,4752618771,Card,0,0
2028,Scott Bradley,7355622637,Card,0,0
2029,Deborah Dominguez,7758778341,Cash,0,0
2030,Victoria Gray,9033839448,Gift Card,0,0
2031,Kenneth Stokes,3873798914,Gift Card,0,0
2032,Michael Rogers,5714195626,Gift Card,0,0
2033,Pamela Morgan,6457319126,Card,0,0
2034,Heidi Graham,6855403916,Gift Card,0,0
2035,Ryan Cobb PhD,9928784456,Card,0,0
2036,Donna Williams,9266061401,Cash,0,0
2037,Jennifer Perez PhD,2602341726,Card,0,0
2038,Ryan Davis,8882882145,Gift Card,0,0
2039,Austin Solis,7372253810,Gift Card,0,0
2040,Daniel Flynn,8873681680,Cash,0,0
2041,Elizabeth Brock,4745982225,Gift Card,0,0
2042,Joshua Gonzalez,3512363127,Card,0,0
2043,Mario Chavez,2178674280,Cash,0,0
2044,Catherine Smith,3479084704,Gift Card,0,0
2045,Shari Ray,9298865491,Card,0,0
2046,Victor Harmon,7869328653,Gift Card,0,0
2047,Timothy Patel,4253278556,Cash,0,0
2048,Patricia Hamilton,4739151249,Card,0,0
2049,Lori Boyd,9684412371,Cash,0,0
2050,Charles Hernandez,9649211467,Card,0,0
2051,Elizabeth Graham,3537196561,Gift Card,0,0
2052,Ronald Brown,7583118856,Cash,0,0
2053,Jason Colon,4894278468,Cash,0,0
2054,Dawn Burke,5242433399,Cash,0,0
2055,Brian Lee,7192779437,Cash,0,0
2056,Ronald Marshall,2584788657,Card,0,0
2057,Jessica Lucas,2284479670,Gift Card,0,0
2058,Christopher Taylor,2242376415,Card,0,0
2059,Robert Hopkins,8145213758,Cash,0,0
2060,Samuel Stuart,5338485442,Cash,0,0
2061,Mr. Scott Miller,4939486198,Card,0,0
2062,Sharon Lester,5966851234,Card,0,0
2063,Jack Sandoval,9565776418,Card,0,0
2064,Tony Ramsey,5443597603,Gift Card,0,0
2065,Brian Navarro,8889379006,Gift Card,0,0
2066,Kelly Calderon,8146188234,Cash,0,0
2067,Tara King,4104556686,Card,0,0
2068,Cynthia Martinez,5557421326,Card,0,0
2069,Erin Silva,3166999440,Card,0,0
2070,Paul Young,3358333426,Cash,0,0
2071,Charles Thompson,4626975135,Gift Card,0,0
2072,Jessica King,7908213756,Cash,0,0
2073,Katherine Brooks,6774633845,Card,0,0
2074,Emily Coleman,7086595282,Card,0,0
2075,Tracey Suarez,4884593814,Gift Card,0,0
2076,Heidi Baldwin,2923513338,Gift Card,0,0
2077,Alisha Rasmussen,4494099238,Cash,0,0
2078,Sarah Bates,6034398053,Cash,0,0
2079,Melissa Mccormick,9596774569,Gift Card,0,0
2080,Juan Parker,3499717213,Gift Card,0,0
2081,Heidi Burnett,7144901664,Cash,0,0
2082,Sean Mathews,9708692301,Cash,0,0
2083,Theodore Long,4284276843,Gift Card,0,0
2084,Dawn Davis,3262765289,Gift Card,0,0
2085,Cynthia Clark,6474249112,Cash,0,0
2086,Sydney Welch,6135615122,Card,0,0
2087,Pamela Sullivan,7135893475,Gift Card,0,0
2088,Sean Morrow,4749729028,Gift Card,0,0
2089,Kaitlin Gutierrez,7785804815,Gift Card,0,0
2090,Michelle Mcdowell,9848276706,Gift Card,0,0
2091,Samantha Hale,9904815191,Cash,0,0
2092,Heather Guzman,5653362381,Gift Card,0,0
2093,Nancy Chavez,3122084080,Card,0,0
2094,Anthony May,2202213566,Cash,0,0
2095,Rachel Taylor,6498582792,Cash,0,0
2096,Mark Edwards,5152949951,Gift Card,0,0
2097,Christopher Black,4527658700,Card,0,0
2098,Sandra Hines,9228228608,Card,0,0
2099,Melissa Sparks,6744187226,Gift Card,0,0
2100,John Moss,9927121987,Card,0,0
2101,Michael Serrano,8292998778,Gift Card,0,0
2102,Christina Perry,6159566760,Gift Card,0,0
2103,Shawn Duffy,8584473974,Cash,0,0
2104,Courtney Vaughan,3265558644,Cash,0,0
2105,Maria Sims,3782924946,Gift Card,0,0
2106,Valerie Gonzalez,7967103687,Cash,0,0
2107,Caroline Morales,7908235053,Card,0,0
2108,David Davis,5003967539,Card,0,0
2109,Travis Wilson,4522457043,Gift Card,0,0
2110,Jessica Mora,8515705782,Gift Card,0,0
2111,Michael Wilson,6948448002,Gift Card,0,0
2112,Cheryl Atkins,6716576227,Gift Card,0,0
2113,Donna Snyder,7144049966,Gift Card,0,0
2114,Scott Greene,4949665182,Cash,0,0
2115,Diane Byrd MD,6069482619,Gift Card,0,0
2116,Charles Roberts,6864966120,Cash,0,0
2117,Luke Solomon,2355012929,Cash,0,0
2118,Michael Ellis,7737392368,Cash,0,0
2119,Casey Morris,4762865104,Card,0,0
2120,Melissa Reeves,9428548693,Cash,0,0
2121,Nancy Scott,2703845882,Gift Card,0,0
2122,Anthony Cook,6104048892,Cash,0,0
2123,Terry Barajas,6592435076,Gift Card,0,0
2124,Tracy George,7837503037,Gift Card,0,0
2125,Amber King,9768908948,Gift Card,0,0
2126,Elizabeth Foster,3329522355,Card,0,0
2127,Walter Hansen,3634071386,Card,0,0
2128,Debbie Gordon,7653296417,Card,0,0
2129,Sherry Anderson,8436416464,Gift Card,0,0
2130,Joseph Thomas,5523236935,Gift Card,0,0
2131,Andrew Anderson,8173027646,Card,0,0
2132,Sandy Adkins,2887331258,Cash,0,0
2133,Diane Mcdowell,7443048297,Cash,0,0
2134,Pam Baker,7635442235,Gift Card,0,0
2135,Steven Stewart,4072447050,Gift Card,0,0
2136,Pamela Hernandez DVM,3165856306,Gift Card,0,0
2137,Rebecca Brown,8136171266,Card,0,0
2138,David Johnson,4304028126,Card,0,0
2139,Michael Graham,3282483652,Card,0,0
2140,Tammy Williams MD,2554261924,Gift Card,0,0
2141,Karina Vasquez,9533449510,Card,0,0
2142,Sharon Martinez,4522428365,Gift Card,0,0
2143,Sean White,5125138027,Cash,0,0
2144,Jordan Nelson,5764088805,Cash,0,0
2145,Laurie Silva,4464216532,Card,0,0
2146,Kelly Duncan,3565513315,Gift Card,0,0
2147,Billy Tate,3154825311,Cash,0,0
2148,Stacy Johnson,3408611917,Card,0,0
2149,Melanie Long,7916396553,Cash,0,0
2150,Tiffany Hood,2369987766,Cash,0,0
2151,Brad Rivas,5159301073,Cash,0,0
2152,Jordan Moses,7864409721,Cash,0,0
2153,Abigail Booker,9405335335,Card,0,0
2154,Tiffany Nguyen,6193374933,Gift Card,0,0
2155,Morgan Bernard,7454508163,Gift Card,0,0
2156,Christine Williams,7492679540,Card,0,0
2157,Erica Brown,7338028973,Card,0,0
2158,Trevor James,5945296193,Card,0,0
2159,Christopher Hanna,2458939580,Gift Card,0,0
2160,Ann Phelps,4562232544,Cash,0,0
2161,Richard Mitchell,6616614362,Gift Card,0,0
2162,Martha Martinez,9419245066,Cash,0,0
2163,Jeffrey Drake MD,5962585476,Card,0,0
2164,Bonnie Wade,6123085684,Cash,0,0
2165,Kayla Burns,3145386448,Card,0,0
2166,Karen Hart,3397616326,Cash,0,0
2167,Peter Shepherd,2914218666,Card,0,0
2168,Jessica Simmons,3994159147,Card,0,0
2169,Glenn Ford,9663841626,Gift Card,0,0
2170,Michael Moore,7948376390,Gift Card,0,0
2171,Mark Warren IV,2276147460,Cash,0,0
2172,Terry Woods,4848769696,Cash,0,0
2173,Carl Leach,7916945077,Card,0,0
2174,Kelly Phillips,2955076802,Gift Card,0,0
2175,Billy Williams,3868545051,Card,0,0
2176,Jeffery Davis,2855556757,Cash,0,0
2177,Laura King,2119412899,Cash,0,0
2178,Brad Gordon,6369586631,Card,0,0
2179,Matthew White,8368129846,Gift Card,0,0
2180,James Miller,6266873056,Gift Card,0,0
2181,Elizabeth Matthews,6739078670,Gift Card,0,0
2182,Michael Hanson,4762674380,Gift Card,0,0
2183,Vincent Savage,5749482172,Cash,0,0
2184,Cody Burgess,7888828855,Card,0,0
2185,Shelby Rodriguez,2858263138,Cash,0,0
2186,Abigail Wilson,8493166339,Card,0,0
2187,John Holt,2537883164,Cash,0,0
2188,Tracy Guzman,9147518497,Gift Card,0,0
2189,Mr. William Ward,3919917855,Gift Card,0,0
2190,Melissa Foster,6024705691,Cash,0,0
2191,Calvin Smith,7333707322,Gift Card,0,0
2192,Alan Waller,2723735694,Gift Card,0,0
2193,Christine Wong,7946935579,Cash,0,0
2194,Jessica Garrett,5209578207,Cash,0,0
2195,Cheryl Turner,2494005194,Card,0,0
2196,John Johnson,9128903292,Cash,0,0
2197,Christian Park,4707394236,Card,0,0
2198,Kaitlyn Heath,9329289810,Gift Card,0,0
2199,Christina Hudson,3305824431,Cash,0,0
2200,Amber Smith,3685755609,Gift Card,0,0
2201,Michelle Petty,5019927609,Card,0,0
2202,Nancy Larson,3185427673,Card,0,0
2203,Donna Freeman,2166099955,Cash,0,0
2204,Mr. Logan Gregory,6747754813,Card,0,0
2205,Katherine Klein,8036823024,Cash,0,0
2206,Jennifer Stewart,8275597051,Gift Card,0,0
2207,Steven Butler,3414696901,Gift Card,0,0
2208,Johnny Mcmillan,3058421871,Card,0,0
2209,Michael Smith,5816515120,Card,0,0
2210,Corey Cooper,4609273181,Gift Card,0,0
2211,Daniel Stout,4652966998,Card,0,0
2212,Lance Kirby,4673061170,Card,0,0
2213,Bonnie Carter,5695854862,Card,0,0
2214,Toni Whitaker,7953218497,Gift Card,0,0
2215,Morgan Flynn,8186414341,Card,0,0
2216,Sarah Howell,5715841759,Gift Card,0,0
2217,Paul Estrada,7294648298,Cash,0,0
2218,Curtis Obrien,7289949174,Cash,0,0
2219,Jason Chaney,6696821556,Gift Card,0,0
2220,Daniel Williams,2362645192,Cash,0,0
2221,Stanley Kelly,5122105674,Cash,0,0
2222,Ronald Kline,3156712576,Gift Card,0,0
2223,Arthur Jordan,8613992598,Gift Card,0,0
2224,Barbara Walker,5835825460,Cash,0,0
2225,Gerald Kelly,4739283306,Card,0,0
2226,Shawn Adams,4095891903,Gift Card,0,0
2227,Michael Robertson,2093962287,Gift Card,0,0
2228,Michelle House,4008781201,Gift Card,0,0
2229,Jim Skinner,8436687470,Cash,0,0
2230,Brian Bishop,4376611770,Card,0,0
2231,Theresa Colon,7635201598,Cash,0,0
2232,Brian Soto,4413072048,Cash,0,0
2233,Susan Moore,9225812696,Gift Card,0,0
2234,Jeremy Hunter,6385743691,Gift Card,0,0
2235,Annette Holland,4362621714,Card,0,0
2236,Chad Allison,5675951665,Card,0,0
2237,Jason Mack,8806474451,Gift Card,0,0
2238,Robert Peterson,7432718418,Gift Card,0,0
2239,Angela Watson,2793666155,Gift Card,0,0
2240,Heather Ortega,9379196219,Card,0,0
2241,Paul Fisher,6858526551,Gift Card,0,0
2242,Robert Gutierrez,9768958100,Card,0,0
2243,Jimmy Phelps,6859079025,Cash,0,0
2244,Heidi Johnson,2689663825,Cash,0,0
2245,Adam Drake,3526846676,Cash,0,0
2246,Angela Edwards,7507449211,Cash,0,0
2247,Mrs. Amy Malone,6204386984,Gift Card,0,0
2248,Margaret Orr,5258603955,Card,0,0
2249,Mark Reeves,3406151484,Cash,0,0
2250,Kelly Phillips,8585256275,Cash,0,0
2251,Michael Spencer,5515394349,Cash,0,0
2252,Patrick Blankenship,2594304477,Card,0,0
2253,Douglas Rose,3226522985,Card,0,0
2254,Melody Griffin,4772066032,Card,0,0
2255,Joshua Kramer,8978932966,Cash,0,0
2256,Melissa Barron,7014466224,Card,0,0
2257,Jennifer Gonzalez,5158555655,Cash,0,0
2258,Andrew Cook,5676936730,Cash,0,0
2259,Natalie Martinez,8996485473,Gift Card,0,0
2260,Diane Davis DDS,5357374232,Card,0,0
2261,Nicole Moore,4167025877,Cash,0,0
2262,Robert Vargas,3686259904,Gift Card,0,0
2263,Raymond Barber,5392822297,Card,0,0
2264,Mrs. Amy Watson,5863148902,Gift Card,0,0
2265,Heather Williams,4559687190,Card,0,0
2266,Belinda Evans,6159523745,Card,0,0
2267,Jody Bird,2192259800,Gift Card,0,0
2268,Virginia Cunningham,3159821564,Card,0,0
2269,Lori Ferguson,7115145504,Cash,0,0
2270,Hayley Mitchell,3796969834,Card,0,0
2271,Michelle Chambers,9754299537,Cash,0,0
2272,Kelly Wright,7409359236,Gift Card,0,0
2273,Kevin Carson,9554464447,Card,0,0
2274,Brent Dawson,9907954812,Gift Card,0,0
2275,Angela Brown,3352035443,Gift Card,0,0
2276,Karen Griffin,9222448831,Gift Card,0,0
2277,Joseph Chapman,2777358263,Gift Card,0,0
2278,Jennifer Baker,3886993343,Cash,0,0
2279,Mr. Jeremiah Galvan MD,8523699561,Cash,0,0
2280,Samantha Thomas,3589775875,Gift Card,0,0
2281,Michael Anderson,4916034674,Card,0,0
2282,Sharon Wilson,2834176165,Gift Card,0,0
2283,John Francis,4067985339,Cash,0,0
2284,Jaclyn Crane,7644711323,Cash,0,0
2285,Jennifer Martinez,8476605914,Card,0,0
2286,Amanda Hernandez,3555643226,Cash,0,0
2287,William Turner,9219288093,Cash,0,0
2288,Dr. Charles Lawrence,9846574834,Card,0,0
2289,Steven Small,9005983943,Cash,0,0
2290,Robert Burns,9855359262,Cash,0,0
2291,Gregory Harrell,2752279566,Cash,0,0
2292,Kenneth Knight,4574658152,Cash,0,0
2293,Rachael Alvarez,3125547289,Card,0,0
2294,Lisa Gill,9122251452,Cash,0,0
2295,Julia Cole,6968161071,Gift Card,0,0
2296,Sean Nguyen,9464471804,Card,0,0
2297,Mary Ortiz,5597316173,Gift Card,0,0
2298,James Weaver,3662327878,Gift Card,0,0
2299,Stacy Fitzgerald,8199428627,Card,0,0
